"","x"
"3630","c(-0.841608841532655, 0.992076626905381)"
"3631","c(-0.841608841532655, 0.992076626905381)"
"3632","c(-0.422462426186358, 0.997627908449292)"
"3633","c(-0.422462426186358, 0.997627908449292)"
"3634","c(-0.422462426186358, 0.997627908449292)"
"3635","c(-0.422462426186358, 0.997627908449292)"
"3636","c(-0.422462426186358, 0.997627908449292)"
"3637","c(-0.422462426186358, 0.997627908449292)"
"3638","c(-0.422462426186358, 0.997627908449292)"
"3639","c(-0.422462426186358, 0.997627908449292)"
"3640","c(-0.422462426186358, 0.997627908449292)"
"3641","c(-0.422462426186358, 0.997627908449292)"
"3642","c(-0.422462426186358, 0.997627908449292)"
"3643","c(-0.422462426186358, 0.997627908449292)"
"3644","c(-0.422462426186358, 0.997627908449292)"
"3645","c(-0.422462426186358, 0.997627908449292)"
"3646","c(-0.422462426186358, 0.997627908449292)"
"3647","c(-0.422462426186358, 0.997627908449292)"
"3648","c(-0.422462426186358, 0.997627908449292)"
"3649","c(-0.422462426186358, 0.997627908449292)"
"3650","c(-0.422462426186358, 0.997627908449292)"
"3651","c(-0.422462426186358, 0.997627908449292)"
"3652","c(-0.422462426186358, 0.997627908449292)"
"3653","c(-0.422462426186358, 0.997627908449292)"
"3654","c(-0.422462426186358, 0.997627908449292)"
"3655","c(-0.422462426186358, 0.997627908449292)"
"3656","c(-0.422462426186358, 0.997627908449292)"
"3657","c(-0.422462426186358, 0.997627908449292)"
"3658","c(-0.422462426186358, 0.997627908449292)"
"3659","c(-0.422462426186358, 0.997627908449292)"
"3660","c(-0.422462426186358, 0.997627908449292)"
"3661","c(-0.422462426186358, 0.997627908449292)"
"3662","c(-0.422462426186358, 0.997627908449292)"
"3663","c(-0.422462426186358, 0.997627908449292)"
"3664","c(-0.422462426186358, 0.997627908449292)"
"3665","c(-0.422462426186358, 0.997627908449292)"
"3666","c(-0.422462426186358, 0.997627908449292)"
"3667","c(-0.422462426186358, 0.997627908449292)"
"3668","c(-0.766063917379177, 0.998298609012416)"
"3669","c(-0.766063917379177, 0.998298609012416)"
"3670","c(-0.766063917379177, 0.998298609012416)"
"3671","c(-0.766063917379177, 0.998298609012416)"
"3672","c(-0.766063917379177, 0.998298609012416)"
"3673","c(-0.766063917379177, 0.998298609012416)"
"3674","c(-0.766063917379177, 0.998298609012416)"
"3675","c(-0.766063917379177, 0.998298609012416)"
"3676","c(-0.766063917379177, 0.998298609012416)"
"3677","c(-0.766063917379177, 0.998298609012416)"
"3678","c(-0.766063917379177, 0.998298609012416)"
"3679","c(-0.766063917379177, 0.998298609012416)"
"3680","c(-0.766063917379177, 0.998298609012416)"
"3681","c(-0.766063917379177, 0.998298609012416)"
"3682","c(-0.766063917379177, 0.998298609012416)"
"3683","c(-0.766063917379177, 0.998298609012416)"
"3684","c(-0.766063917379177, 0.998298609012416)"
"3685","c(-0.766063917379177, 0.998298609012416)"
"3686","c(-0.766063917379177, 0.998298609012416)"
"3687","c(-0.766063917379177, 0.998298609012416)"
"3688","c(-0.766063917379177, 0.998298609012416)"
"3689","c(-0.766063917379177, 0.998298609012416)"
"3690","c(-0.766063917379177, 0.998298609012416)"
"3691","c(-0.766063917379177, 0.998298609012416)"
"3692","c(-0.766063917379177, 0.998298609012416)"
"3693","c(-0.766063917379177, 0.998298609012416)"
"3694","c(-0.766063917379177, 0.998298609012416)"
"3695","c(-0.766063917379177, 0.998298609012416)"
"3696","c(-0.766063917379177, 0.998298609012416)"
"3697","c(-0.766063917379177, 0.998298609012416)"
"3698","c(-0.766063917379177, 0.998298609012416)"
"3699","c(-0.766063917379177, 0.998298609012416)"
"3700","c(-0.766063917379177, 0.998298609012416)"
"3701","c(-0.766063917379177, 0.998298609012416)"
"3702","c(-0.766063917379177, 0.998298609012416)"
"3703","c(-0.766063917379177, 0.998298609012416)"
"3704","c(-0.841608841532655, 0.992076626905381)"
"3705","c(-0.841608841532655, 0.992076626905381)"
"3706","c(-0.841608841532655, 0.992076626905381)"
"3707","c(-0.841608841532655, 0.992076626905381)"
"3708","c(-0.841608841532655, 0.992076626905381)"
"3709","c(-0.841608841532655, 0.992076626905381)"
"3710","c(-0.841608841532655, 0.992076626905381)"
"3711","c(-0.841608841532655, 0.992076626905381)"
"3712","c(-0.841608841532655, 0.992076626905381)"
"3713","c(-0.841608841532655, 0.992076626905381)"
"3714","c(-0.841608841532655, 0.992076626905381)"
"3715","c(-0.841608841532655, 0.992076626905381)"
"3716","c(-0.841608841532655, 0.992076626905381)"
"3717","c(-0.841608841532655, 0.992076626905381)"
"3718","c(-0.841608841532655, 0.992076626905381)"
"3719","c(-0.841608841532655, 0.992076626905381)"
"3720","c(-0.841608841532655, 0.992076626905381)"
"3721","c(-0.841608841532655, 0.992076626905381)"
"3722","c(-0.841608841532655, 0.992076626905381)"
"3723","c(-0.841608841532655, 0.992076626905381)"
"3724","c(-0.841608841532655, 0.992076626905381)"
"3725","c(-0.841608841532655, 0.992076626905381)"
"3726","c(-0.841608841532655, 0.992076626905381)"
"3727","c(-0.841608841532655, 0.992076626905381)"
"3728","c(-0.841608841532655, 0.992076626905381)"
"3729","c(-0.841608841532655, 0.992076626905381)"
"3730","c(-0.841608841532655, 0.992076626905381)"
"3731","c(-0.841608841532655, 0.992076626905381)"
"3732","c(-0.841608841532655, 0.992076626905381)"
"3733","c(-0.841608841532655, 0.992076626905381)"
"3734","c(-0.841608841532655, 0.992076626905381)"
"3735","c(-0.841608841532655, 0.992076626905381)"
"3736","c(-0.841608841532655, 0.992076626905381)"
"3737","c(-0.841608841532655, 0.992076626905381)"
"3738","c(-0.841608841532655, 0.992076626905381)"
"3739","c(-0.841608841532655, 0.992076626905381)"
"3740","c(-0.422462426186358, 0.997627908449292)"
"3741","c(-0.422462426186358, 0.997627908449292)"
"3742","c(-0.422462426186358, 0.997627908449292)"
"3743","c(-0.422462426186358, 0.997627908449292)"
"3744","c(-0.422462426186358, 0.997627908449292)"
"3745","c(-0.422462426186358, 0.997627908449292)"
"3746","c(-0.422462426186358, 0.997627908449292)"
"3747","c(-0.422462426186358, 0.997627908449292)"
"3748","c(-0.422462426186358, 0.997627908449292)"
"3749","c(-0.422462426186358, 0.997627908449292)"
"3750","c(-0.422462426186358, 0.997627908449292)"
"3751","c(-0.422462426186358, 0.997627908449292)"
"3752","c(-0.422462426186358, 0.997627908449292)"
"3753","c(-0.422462426186358, 0.997627908449292)"
"3754","c(-0.422462426186358, 0.997627908449292)"
"3755","c(-0.422462426186358, 0.997627908449292)"
"3756","c(-0.422462426186358, 0.997627908449292)"
"3757","c(-0.422462426186358, 0.997627908449292)"
"3758","c(-0.422462426186358, 0.997627908449292)"
"3759","c(-0.422462426186358, 0.997627908449292)"
"3760","c(-0.422462426186358, 0.997627908449292)"
"3761","c(-0.422462426186358, 0.997627908449292)"
"3762","c(-0.422462426186358, 0.997627908449292)"
"3763","c(-0.422462426186358, 0.997627908449292)"
"3764","c(-0.422462426186358, 0.997627908449292)"
"3765","c(-0.422462426186358, 0.997627908449292)"
"3766","c(-0.422462426186358, 0.997627908449292)"
"3767","c(-0.422462426186358, 0.997627908449292)"
"3768","c(-0.422462426186358, 0.997627908449292)"
"3769","c(-0.422462426186358, 0.997627908449292)"
"3770","c(-0.422462426186358, 0.997627908449292)"
"3771","c(-0.422462426186358, 0.997627908449292)"
"3772","c(-0.422462426186358, 0.997627908449292)"
"3773","c(-0.422462426186358, 0.997627908449292)"
"3774","c(-0.422462426186358, 0.997627908449292)"
"3775","c(-0.422462426186358, 0.997627908449292)"
"3776","c(-0.766063917379177, 0.998298609012416)"
"3777","c(-0.766063917379177, 0.998298609012416)"
"3778","c(-0.766063917379177, 0.998298609012416)"
"3779","c(-0.766063917379177, 0.998298609012416)"
"3780","c(-0.766063917379177, 0.998298609012416)"
"3781","c(-0.766063917379177, 0.998298609012416)"
"3782","c(-0.766063917379177, 0.998298609012416)"
"3783","c(-0.766063917379177, 0.998298609012416)"
"3784","c(-0.766063917379177, 0.998298609012416)"
"3785","c(-0.766063917379177, 0.998298609012416)"
"3786","c(-0.766063917379177, 0.998298609012416)"
"3787","c(-0.766063917379177, 0.998298609012416)"
"3788","c(-0.766063917379177, 0.998298609012416)"
"3789","c(-0.766063917379177, 0.998298609012416)"
"3790","c(-0.766063917379177, 0.998298609012416)"
"3791","c(-0.766063917379177, 0.998298609012416)"
"3792","c(-0.766063917379177, 0.998298609012416)"
"3793","c(-0.766063917379177, 0.998298609012416)"
"3794","c(-0.766063917379177, 0.998298609012416)"
"3795","c(-0.766063917379177, 0.998298609012416)"
"3796","c(-0.766063917379177, 0.998298609012416)"
"3797","c(-0.766063917379177, 0.998298609012416)"
"3798","c(-0.766063917379177, 0.998298609012416)"
"3799","c(-0.766063917379177, 0.998298609012416)"
"3800","c(-0.766063917379177, 0.998298609012416)"
"3801","c(-0.766063917379177, 0.998298609012416)"
"3802","c(-0.766063917379177, 0.998298609012416)"
"3803","c(-0.766063917379177, 0.998298609012416)"
"3804","c(-0.766063917379177, 0.998298609012416)"
"3805","c(-0.766063917379177, 0.998298609012416)"
"3806","c(-0.766063917379177, 0.998298609012416)"
"3807","c(-0.766063917379177, 0.998298609012416)"
"3808","c(-0.766063917379177, 0.998298609012416)"
"3809","c(-0.766063917379177, 0.998298609012416)"
"3810","c(-0.766063917379177, 0.998298609012416)"
"3811","c(-0.766063917379177, 0.998298609012416)"
"3812","c(-0.841608841532655, 0.992076626905381)"
"3813","c(-0.841608841532655, 0.992076626905381)"
"3814","c(-0.841608841532655, 0.992076626905381)"
"3815","c(-0.841608841532655, 0.992076626905381)"
"3816","c(-0.841608841532655, 0.992076626905381)"
"3817","c(-0.841608841532655, 0.992076626905381)"
"3818","c(-0.841608841532655, 0.992076626905381)"
"3819","c(-0.841608841532655, 0.992076626905381)"
"3820","c(-0.841608841532655, 0.992076626905381)"
"3821","c(-0.841608841532655, 0.992076626905381)"
"3822","c(-0.841608841532655, 0.992076626905381)"
"3823","c(-0.841608841532655, 0.992076626905381)"
"3824","c(-0.841608841532655, 0.992076626905381)"
"3825","c(-0.841608841532655, 0.992076626905381)"
"3826","c(-0.841608841532655, 0.992076626905381)"
"3827","c(-0.841608841532655, 0.992076626905381)"
"3828","c(-0.841608841532655, 0.992076626905381)"
"3829","c(-0.841608841532655, 0.992076626905381)"
"3830","c(-0.841608841532655, 0.992076626905381)"
"3831","c(-0.841608841532655, 0.992076626905381)"
"3832","c(-0.841608841532655, 0.992076626905381)"
"3833","c(-0.841608841532655, 0.992076626905381)"
"3834","c(-0.841608841532655, 0.992076626905381)"
"3835","c(-0.841608841532655, 0.992076626905381)"
"3836","c(-0.841608841532655, 0.992076626905381)"
"3837","c(-0.841608841532655, 0.992076626905381)"
"3838","c(-0.841608841532655, 0.992076626905381)"
"3839","c(-0.841608841532655, 0.992076626905381)"
"3840","c(-0.841608841532655, 0.992076626905381)"
"3841","c(-0.841608841532655, 0.992076626905381)"
"3842","c(-0.841608841532655, 0.992076626905381)"
"3843","c(-0.841608841532655, 0.992076626905381)"
"3844","c(-0.841608841532655, 0.992076626905381)"
"3845","c(-0.841608841532655, 0.992076626905381)"
"3846","c(-0.841608841532655, 0.992076626905381)"
"3847","c(-0.841608841532655, 0.992076626905381)"
"3848","c(-0.422462426186358, 0.997627908449292)"
"3849","c(-0.422462426186358, 0.997627908449292)"
"3850","c(-0.422462426186358, 0.997627908449292)"
"3851","c(-0.422462426186358, 0.997627908449292)"
"3852","c(-0.422462426186358, 0.997627908449292)"
"3853","c(-0.422462426186358, 0.997627908449292)"
"3854","c(-0.422462426186358, 0.997627908449292)"
"3855","c(-0.422462426186358, 0.997627908449292)"
"3856","c(-0.422462426186358, 0.997627908449292)"
"3857","c(-0.422462426186358, 0.997627908449292)"
"3858","c(-0.422462426186358, 0.997627908449292)"
"3859","c(-0.422462426186358, 0.997627908449292)"
"3860","c(-0.422462426186358, 0.997627908449292)"
"3861","c(-0.422462426186358, 0.997627908449292)"
"3862","c(-0.422462426186358, 0.997627908449292)"
"3863","c(-0.422462426186358, 0.997627908449292)"
"3864","c(-0.422462426186358, 0.997627908449292)"
"3865","c(-0.422462426186358, 0.997627908449292)"
"3866","c(-0.422462426186358, 0.997627908449292)"
"3867","c(-0.422462426186358, 0.997627908449292)"
"3868","c(-0.422462426186358, 0.997627908449292)"
"3869","c(-0.422462426186358, 0.997627908449292)"
"3870","c(-0.422462426186358, 0.997627908449292)"
"3871","c(-0.422462426186358, 0.997627908449292)"
"3872","c(-0.422462426186358, 0.997627908449292)"
"3873","c(-0.422462426186358, 0.997627908449292)"
"3874","c(-0.422462426186358, 0.997627908449292)"
"3875","c(-0.422462426186358, 0.997627908449292)"
"3876","c(-0.422462426186358, 0.997627908449292)"
"3877","c(-0.422462426186358, 0.997627908449292)"
"3878","c(-0.422462426186358, 0.997627908449292)"
"3879","c(-0.422462426186358, 0.997627908449292)"
"3880","c(-0.422462426186358, 0.997627908449292)"
"3881","c(-0.422462426186358, 0.997627908449292)"
"3882","c(-0.422462426186358, 0.997627908449292)"
"3883","c(-0.422462426186358, 0.997627908449292)"
"3884","c(-0.766063917379177, 0.998298609012416)"
"3885","c(-0.766063917379177, 0.998298609012416)"
"3886","c(-0.766063917379177, 0.998298609012416)"
"3887","c(-0.766063917379177, 0.998298609012416)"
"3888","c(-0.766063917379177, 0.998298609012416)"
"3889","c(-0.766063917379177, 0.998298609012416)"
"3890","c(-0.766063917379177, 0.998298609012416)"
"3891","c(-0.766063917379177, 0.998298609012416)"
"3892","c(-0.766063917379177, 0.998298609012416)"
"3893","c(-0.766063917379177, 0.998298609012416)"
"3894","c(-0.766063917379177, 0.998298609012416)"
"3895","c(-0.766063917379177, 0.998298609012416)"
"3896","c(-0.766063917379177, 0.998298609012416)"
"3897","c(-0.766063917379177, 0.998298609012416)"
"3898","c(-0.766063917379177, 0.998298609012416)"
"3899","c(-0.766063917379177, 0.998298609012416)"
"3900","c(-0.766063917379177, 0.998298609012416)"
"3901","c(-0.766063917379177, 0.998298609012416)"
"3902","c(-0.766063917379177, 0.998298609012416)"
"3903","c(-0.766063917379177, 0.998298609012416)"
"3904","c(-0.766063917379177, 0.998298609012416)"
"3905","c(-0.766063917379177, 0.998298609012416)"
"3906","c(-0.766063917379177, 0.998298609012416)"
"3907","c(-0.766063917379177, 0.998298609012416)"
"3908","c(-0.766063917379177, 0.998298609012416)"
"3909","c(-0.766063917379177, 0.998298609012416)"
"3910","c(-0.766063917379177, 0.998298609012416)"
"3911","c(-0.766063917379177, 0.998298609012416)"
"3912","c(-0.766063917379177, 0.998298609012416)"
"3913","c(-0.766063917379177, 0.998298609012416)"
"3914","c(-0.766063917379177, 0.998298609012416)"
"3915","c(-0.766063917379177, 0.998298609012416)"
"3916","c(-0.766063917379177, 0.998298609012416)"
"3917","c(-0.766063917379177, 0.998298609012416)"
"3918","c(-0.766063917379177, 0.998298609012416)"
"3919","c(-0.766063917379177, 0.998298609012416)"
"3920","c(-0.841608841532655, 0.992076626905381)"
"3921","c(-0.841608841532655, 0.992076626905381)"
"3922","c(-0.841608841532655, 0.992076626905381)"
"3923","c(-0.841608841532655, 0.992076626905381)"
"3924","c(-0.841608841532655, 0.992076626905381)"
"3925","c(-0.841608841532655, 0.992076626905381)"
"3926","c(-0.841608841532655, 0.992076626905381)"
"3927","c(-0.841608841532655, 0.992076626905381)"
"3928","c(-0.841608841532655, 0.992076626905381)"
"3929","c(-0.841608841532655, 0.992076626905381)"
"3930","c(-0.841608841532655, 0.992076626905381)"
"3931","c(-0.841608841532655, 0.992076626905381)"
"3932","c(-0.841608841532655, 0.992076626905381)"
"3933","c(-0.841608841532655, 0.992076626905381)"
"3934","c(-0.841608841532655, 0.992076626905381)"
"3935","c(-0.841608841532655, 0.992076626905381)"
"3936","c(-0.841608841532655, 0.992076626905381)"
"3937","c(-0.841608841532655, 0.992076626905381)"
"3938","c(-0.841608841532655, 0.992076626905381)"
"3939","c(-0.841608841532655, 0.992076626905381)"
"3940","c(-0.841608841532655, 0.992076626905381)"
"3941","c(-0.841608841532655, 0.992076626905381)"
"3942","c(-0.841608841532655, 0.992076626905381)"
"3943","c(-0.841608841532655, 0.992076626905381)"
"3944","c(-0.841608841532655, 0.992076626905381)"
"3945","c(-0.841608841532655, 0.992076626905381)"
"3946","c(-0.841608841532655, 0.992076626905381)"
"3947","c(-0.841608841532655, 0.992076626905381)"
"3948","c(-0.841608841532655, 0.992076626905381)"
"3949","c(-0.841608841532655, 0.992076626905381)"
"3950","c(-0.841608841532655, 0.992076626905381)"
"3951","c(-0.841608841532655, 0.992076626905381)"
"3952","c(-0.841608841532655, 0.992076626905381)"
"3953","c(-0.841608841532655, 0.992076626905381)"
"3954","c(-0.841608841532655, 0.992076626905381)"
"3955","c(-0.841608841532655, 0.992076626905381)"
"3956","c(-0.729476725543755, 0.99587270520019)"
"3957","c(-0.729476725543755, 0.99587270520019)"
"3958","c(-0.729476725543755, 0.99587270520019)"
"3959","c(-0.729476725543755, 0.99587270520019)"
"3960","c(-0.729476725543755, 0.99587270520019)"
"3961","c(-0.729476725543755, 0.99587270520019)"
"3962","c(-0.729476725543755, 0.99587270520019)"
"3963","c(-0.729476725543755, 0.99587270520019)"
"3964","c(-0.729476725543755, 0.99587270520019)"
"3965","c(-0.729476725543755, 0.99587270520019)"
"3966","c(-0.729476725543755, 0.99587270520019)"
"3967","c(-0.729476725543755, 0.99587270520019)"
"3968","c(-0.729476725543755, 0.99587270520019)"
"3969","c(-0.729476725543755, 0.99587270520019)"
"3970","c(-0.729476725543755, 0.99587270520019)"
"3971","c(-0.729476725543755, 0.99587270520019)"
"3972","c(-0.729476725543755, 0.99587270520019)"
"3973","c(-0.729476725543755, 0.99587270520019)"
"3974","c(-0.729476725543755, 0.99587270520019)"
"3975","c(-0.729476725543755, 0.99587270520019)"
"3976","c(-0.729476725543755, 0.99587270520019)"
"3977","c(-0.729476725543755, 0.99587270520019)"
"3978","c(-0.729476725543755, 0.99587270520019)"
"3979","c(-0.729476725543755, 0.99587270520019)"
"3980","c(-0.729476725543755, 0.99587270520019)"
"3981","c(-0.729476725543755, 0.99587270520019)"
"3982","c(-0.729476725543755, 0.99587270520019)"
"3983","c(-0.729476725543755, 0.99587270520019)"
"3984","c(-0.729476725543755, 0.99587270520019)"
"3985","c(-0.729476725543755, 0.99587270520019)"
"3986","c(-0.729476725543755, 0.99587270520019)"
"3987","c(-0.729476725543755, 0.99587270520019)"
"3988","c(-0.729476725543755, 0.99587270520019)"
"3989","c(-0.729476725543755, 0.99587270520019)"
"3990","c(-0.729476725543755, 0.99587270520019)"
"3991","c(-0.729476725543755, 0.99587270520019)"
"3992","c(-0.825215652458777, 0.997695748619773)"
"3993","c(-0.825215652458777, 0.997695748619773)"
